17,118255
15,115677
20,114697
14,112406
04,112335
10,111645
03,111561
13,111448
11,111146
19,110387
16,109837
12,109257
05,109115
06,108600
18,108437
09,108041
28,107666
23,106444
26,106360
07,105486
02,105381
25,104801
21,104715
01,103692
24,103606
08,102770
27,102746
30,99845
22,98863
29,93835
31,63625
